Samplenumber,Date,Day,Transit,Donor,Vessel,Ninetransit,Transitnumber,Acetate,Propionate,Isobutyrate,Butyrate,Isovalerate,Valerate,Isocaproate,Caproate,Heptanoate,Octanoic acid,O2 ,N2 ,H2,CO2,CH4,NH4+,Lactate,Intact_cells_events.ml,SD_intact_cells,log_intact,log_SD_intact,Damaged_cells_events.ml,SD_Damaged_cells,log_damaged,log_SD_damaged,Total_cells_events.ml,SD_total_cells,log_total,log_SD_total,Ratio_cells,SD_ratio,Percentage_intact_cells,SD_percentage_intact
558,17/11/2019,10,MT,6,D,0,,30.83370737,18.86483853,0.40973344,4.057106647,0.727449422,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
559,17/11/2019,10,LT,6,P,4,116,30.29461948,28.73665736,0,0.504574446,0.249352517,0,0,0,0,0,,,,,,7.367370697,,1509702771,33546755.29,9.178820458,0.009601102,2180266972,41790763.64,9.338456094,0.008370731,3689969743,59921044.57,9.566984615,0.007054576,0.692559563,0.017444501,40.91367494,0.612618795
560,17/11/2019,10,LT,6,D,0,,48.57762811,35.19998933,0.591574561,4.119594306,1.019376446,0.924569959,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
561,18/11/2019,11,MT,6,P,3,,13.62834344,9.989367542,0,1.536281254,0.274571344,0,0,0,0,0,,,,,,,,823347826.1,171857691.6,8.910800684,0.091317434,707608695.7,162511584.6,8.843989563,0.100632357,1530956522,334369276.2,9.179721031,0.095617359,1.166436406,0.02501628,53.8381708,0.533039985
562,18/11/2019,11,MT,6,D,3,117,30.1729707,17.97402928,0.580554701,3.954069338,0.85486463,0,0,0,0,0,,,,,,9.336160541,,2145368167,42561097.58,9.331444624,0.008642196,1459939486,31580506.98,9.16426666,0.009441832,3605307653,74008792.01,9.556881009,0.008950055,1.469533043,0.004555153,59.5064228,0.074722754
563,18/11/2019,11,LT,6,P,0,,33.42926876,31.27271128,0,0.679471014,0.262210027,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
564,18/11/2019,11,LT,6,D,0,,43.45522032,33.06490038,0.445476983,3.5907533,0.793510729,0.55932305,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
565,19/11/2019,12,MT,6,P,3,,14.05645351,10.80556404,0.2511443,1.536568706,0.60154514,0,0,0,0,0,,,,,,,,1172522124,16457441.01,9.069099655,0.006095928,566017699.1,21150627.61,8.752678355,0.016232248,1738539823,37608068.63,9.240133831,0.009395385,2.072432731,0.048365646,67.44846819,0.512419967
566,19/11/2019,12,MT,6,D,3,,30.49737511,17.76600164,0.721420044,3.987896682,0.987672105,0,0,0,0,0,,,,,,,,2855168539,49259124.08,9.45559943,0.007493087,1215524990,51193325.51,9.084571221,0.018296255,4070693530,100452449.6,9.609602281,0.010718167,2.350148948,0.058454426,70.14603648,0.520901112
567,19/11/2019,12,LT,6,P,0,,32.95431871,29.54236097,0,1.156020204,0.255632157,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
568,19/11/2019,12,LT,6,D,0,,46.89004471,34.6460197,0.389708644,3.477619791,0.745081974,0.368814397,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
569,20/11/2019,13,MT,6,P,3,,17.76034174,11.33339819,0.368382275,2.306342555,0.794637002,0,0,0,0,0,,,,,,,,2015157178,45165510.93,9.304254378,0.009734613,714247428.7,68088349.62,8.852859766,0.041463648,2729404607,113253860.6,9.435880903,0.01802578,2.831221688,0.206661859,73.86063652,1.409996571
570,20/11/2019,13,MT,6,D,3,,31.97127417,17.24448194,0.757084835,4.545095167,1.043189756,0,0,0,0,0,,,,,,,,2417174771,152346480.4,9.38287633,0.027390279,1484183486,132676586.1,9.170618221,0.038875003,3901358257,285023066.5,9.590635559,0.031756693,1.630549667,0.043114132,61.98002481,0.623139055
571,20/11/2019,13,LT,6,P,0,,33.38385843,28.76441708,0,1.254887384,0.263097993,0,0,0,0.139914686,0,,,,,,,,,,,,,,,,,,,,,,,
572,20/11/2019,13,LT,6,D,0,,49.68243184,35.63685359,0.35335966,3.208799679,0.709153367,0.264599624,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
573,21/11/2019,14,MT,6,P,3,,17.43820931,11.50918774,0.419968316,2.486654804,0.851739939,0,0,0,0,0,,,,,,,,1862005373,100704610.2,9.269663112,0.023499823,904570559.4,11845267.75,8.95642383,0.005687209,2766575932,112549878,9.441762828,0.01767285,2.057888793,0.084380777,67.28524352,0.902745898
574,21/11/2019,14,MT,6,D,3,,31.47501372,16.51037904,0.787123407,5.019295833,1.120927321,0,0,0,0,0,,,,,,,,2534999494,126248738.3,9.403708418,0.0216378,1606217132,118634182.3,9.205211153,0.032105928,4141216626,244882920.6,9.616747965,0.025696156,1.579648075,0.038071764,61.23080011,0.572175654
575,21/11/2019,14,LT,6,P,0,,31.18038645,28.53904899,0,0.85734818,0.267267082,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
576,21/11/2019,14,LT,6,D,0,,47.46276511,33.79149808,0.338106073,3.1550031,0.699112232,0.187133195,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
577,22/11/2019,15,MT,6,P,3,,17.97589534,13.15748878,0.516933532,2.785934565,0.987432216,0,0,0,0,0,,,,,,,,2299924242,190811693.5,9.360964921,0.036072374,1613665603,91525405.64,9.207463975,0.024645944,3913589846,282337099.2,9.592009492,0.031358414,1.424216785,0.037467288,58.7446364,0.637618969
578,22/11/2019,15,MT,6,D,3,,32.04323997,17.07529365,0.871991046,5.446614396,1.19388233,0,0,0,0,0,,,,,,,,2720483871,12393376.92,9.434643902,0.001978469,1708333333,3117352.476,9.232572253,0.000792497,4428817204,9276024.441,9.646287279,0.000909617,1.592487634,0.010160618,61.42671359,0.151178512
579,22/11/2019,15,LT,6,P,0,,31.61440847,31.18093459,0,0.44896912,0.273964798,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
580,22/11/2019,15,LT,6,D,0,,51.20202168,37.21800575,1.298475491,3.937039146,1.920519332,0.160338772,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
581,23/11/2019,16,LT,6,P,3,,32.54750415,32.38006951,0,0.295224888,0.26890972,0,0,0,0,0,,,,,,,,1260001124,84485478.66,9.099882241,0.029142123,1890059595,121952596.9,9.276023009,0.028041516,3150060720,206438075.6,9.497852123,0.028481729,0.666591741,0.001689304,39.99727175,0.060820434
582,23/11/2019,16,LT,6,D,3,118,48.98726401,35.24497756,1.214511996,3.958537711,1.870001582,0,0,0,0,0,,,,,,14.93902101,,1998135868,119881661.7,9.300114642,0.025650714,2015439139,105346337.1,9.303980168,0.022440796,4013575007,222856787.1,9.603093835,0.023756029,0.991249177,0.018054478,49.77750122,0.457728326
583,24/11/2019,17,LT,6,P,3,,31.19798916,33.04358073,0,0.275988291,0.25425136,0,0,0,0,0,,,,,,,,1525304348,79318934.59,9.183062703,0.022594385,2425652174,118547989.1,9.384569039,0.021233567,3950956522,197866923.6,9.596429768,0.021758898,0.628774225,0.001970198,38.60409159,0.074265716
584,24/11/2019,17,LT,6,D,3,,49.7205033,35.79024138,1.294562966,4.138413041,1.96234075,0,0,0,0,0,,,,,,,,2086754386,60414210.95,9.319380312,0.012575138,2102105263,42550460.69,9.322609969,0.008791516,4188859649,102964671.6,9.622030199,0.010676293,0.992609858,0.008647618,49.81408862,0.217799089
585,25/11/2019,18,LT,6,P,3,,32.84589839,32.97578626,0,0.577972678,0.261044003,0,0,0,0,0,,,,,,,,1953046102,65549434.69,9.290590158,0.014578818,2227657046,72439220.26,9.347733492,0.01412493,4180703148,137988655,9.621131019,0.014336965,0.876711664,0.000916266,46.71530323,0.026015148
586,25/11/2019,18,LT,6,D,3,,49.690842,36.17950985,1.266003444,4.178172885,1.925719371,0,0,0,0,0,,,,,,,,2075380740,398547333.5,9.313056458,0.083918422,2111754571,319880052,9.322137824,0.066038493,4187135311,718427385.5,9.618696874,0.074884997,0.979721497,0.040323801,49.47736432,1.029066304
587,26/11/2019,19,LT,6,P,3,,32.37601287,30.41089299,0,1.139867524,0.262169683,0,0,0,0,0,,,,,,,,1598285528,307024473.7,9.199610478,0.083945132,2210373751,186914658.2,9.343687934,0.036768876,3808659279,120109815.5,9.580664117,0.013698174,0.731572434,0.200765181,41.85822362,6.741181602
588,26/11/2019,19,LT,6,D,3,,52.79665775,38.57463355,1.328570313,4.732840317,2.004426184,0.180620785,0,0,0,0,,,,,,,,1791441904,32639815.79,9.253166683,0.007913221,1778723763,21480886.29,9.250092672,0.005244916,3570165667,54120702.08,9.552663418,0.00658379,1.007112787,0.006187661,50.17695275,0.153597821
589,27/11/2019,20,LT,6,P,3,,35.89287756,33.59874658,0,0.771579153,0.25303985,0,0,0,0,0,,,,,,,,1306072650,23938888.55,9.115930857,0.00796059,2042407051,70488574.07,9.310012939,0.014991565,3348479701,94427462.61,9.524761311,0.012248771,0.639655847,0.010355203,39.01037555,0.385178361
590,27/11/2019,20,LT,6,D,3,,51.65903268,37.23756951,1.301305476,4.735463667,1.981023633,0.318733907,0,0,0,0,,,,,,,,2357093371,619450629.1,9.364745584,0.115475477,2306329599,670185375.6,9.353554278,0.128022011,4663422969,1289636005,9.660238624,0.121667924,1.026317926,0.029645648,50.64412048,0.722091542
